DataColeta;IdNumeric;GrupoProduto;Produto;RazaoSocialPosto;CnpjPosto;Distribuidora;Endereço;Complemento;Bairro;Município;Latitude;Longitude;Uf;RegiaoPolitica;Ensaio;Resultado;UnidadeEnsaio;Conforme
2020-04-02;580921;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO FREEWAY RECREIO;04.971.802/0001-08;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA DAS AMERICAS,10495;;BARRA DA TIJUCA;RIO DE JANEIRO;-23.00099833;-43.41506167;RJ;SUDESTE;Cor ASTM;< 1.5;;Sim
2020-04-02;580921;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO FREEWAY RECREIO;04.971.802/0001-08;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA DAS AMERICAS,10495;;BARRA DA TIJUCA;RIO DE JANEIRO;-23.00099833;-43.41506167;RJ;SUDESTE;Ponto de Fulgor;56.0;°C;Sim
2020-04-02;580910;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO DE GASOLINA DAS AMERICAS LTDA;42.547.620/0001-95;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA DAS AMERICAS,14951;;RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;-23.01271333;-43.45820833;RJ;SUDESTE;Massa Específica a 20°C;832.1;kg/m³;Sim
2020-04-20;581387;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO MONTE CRISTO LTDA;28.678.415/0001-38;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA PRESIDENTE DUTRA,9;KM 271;MONTE CRISTO;BARRA MANSA;-22.56244547;-44.17112004;RJ;SUDESTE;Destilação - 10%;212.5;°C;Sim
2020-04-02;580889;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;COMPANHIA BRASILEIRA DE DISTRIBUICAO;47.508.411/2415-10;RAIZEN COMBUSTÍVEIS S.A.;RUA JOSE DOS REIS,1347;PARTE;ENGENHO DE DENTRO;RIO DE JANEIRO;-22.88414;-43.2911;RJ;SUDESTE;Cor;Amarelo;;Sim
2020-04-02;580889;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;COMPANHIA BRASILEIRA DE DISTRIBUICAO;47.508.411/2415-10;RAIZEN COMBUSTÍVEIS S.A.;RUA JOSE DOS REIS,1347;PARTE;ENGENHO DE DENTRO;RIO DE JANEIRO;-22.88414;-43.2911;RJ;SUDESTE;Destilação - 10%;220.5;°C;Sim
2020-04-24;581807;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;J. S. PETROLEO;08.788.618/0001-70;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA DANTE MICHELINI,2461;;MATA DA PRAIA;VITORIA;-20.27451;-40.28278;ES;SUDESTE;Destilação - 50%;291.5;°C;Sim
2020-04-24;581802;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO IATE;27.419.142/0001-44;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SATURNINO DE BRITO,1394;0;PRAIA DO CANTO;VITORIA;-20.29618667;-40.29019333;ES;SUDESTE;Massa Específica a 20°C;848.2;kg/m³;Sim
2020-04-03;581070;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO TAQUARA;33.409.798/0001-89;RAIZEN COMBUSTÍVEIS S.A.;ESTRADA RIO GRANDE,16;;TAQUARA;RIO DE JANEIRO;-22.922785;-43.37441833;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-03;581067;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;AUTO POSTO DE SERVICOS MATO ALTO LTDA;33.256.272/0001-06;RAIZEN COMBUSTÍVEIS S.A.;RUA CANDIDO BENICIO,3530;;JACAREPAGUA;RIO DE JANEIRO;-22.91073667;-43.36051167;RJ;SUDESTE;Destilação - 10%;220.0;°C;Sim
2020-04-03;581034;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO DE SERVICOS DE AUTOMOVEIS KON TIKI LTDA;34.170.290/0001-33;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA GEREMARIO DANTAS,27;;JACAREPAGUA;RIO DE JANEIRO;-22.91682333;-43.36129333;RJ;SUDESTE;Destilação - 10%;219.0;°C;Sim
2020-04-03;581034;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO DE SERVICOS DE AUTOMOVEIS KON TIKI LTDA;34.170.290/0001-33;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA GEREMARIO DANTAS,27;;JACAREPAGUA;RIO DE JANEIRO;-22.91682333;-43.36129333;RJ;SUDESTE;Destilação - 95%;352.0;°C;Sim
2020-04-03;581034;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO DE SERVICOS DE AUTOMOVEIS KON TIKI LTDA;34.170.290/0001-33;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA GEREMARIO DANTAS,27;;JACAREPAGUA;RIO DE JANEIRO;-22.91682333;-43.36129333;RJ;SUDESTE;Ponto de Fulgor;56.0;°C;Sim
2020-04-03;581028;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO DE GASOLINA E SERVICOS Z B Y LTDA;33.395.526/0001-77;RAIZEN COMBUSTÍVEIS S.A.;ESTRADA INTENDENTE MAGALHAES,75;;CAMPINHO;RIO DE JANEIRO;-22.88323;-43.34473667;RJ;SUDESTE;Cor;Amarelo;;Sim
2020-04-03;581099;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO FAGUNDAO LTDA;29.543.055/0001-20;BANDEIRA BRANCA;RUA FAGUNDES VARELA,594;;ICARAI;NITEROI;-22.90004078;-43.11250534;RJ;SUDESTE;Cor;Amarelo;;Sim
2020-04-03;581096;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO VIP GAVIAO;31.002.811/0001-55;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA GAVIAO PEIXOTO,360;;ICARAI;NITEROI;;;RJ;SUDESTE;Cor;Amarelo;;Sim
2020-04-03;581096;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO VIP GAVIAO;31.002.811/0001-55;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA GAVIAO PEIXOTO,360;;ICARAI;NITEROI;;;RJ;SUDESTE;Teor de Biodiesel;11.3;% volume;Sim
2020-04-03;581086;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;MASTER DO FONSECA;07.531.770/0001-00;IPIRANGA PRODUTOS DE PETRÓLEO S.A;ALAMEDA SÃO BOA VENTURA,1030;;FONSECA;NITEROI;-22.88156385;-43.08432651;RJ;SUDESTE;Destilação - 95%;345.5;°C;Sim
2020-04-03;581086;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;MASTER DO FONSECA;07.531.770/0001-00;IPIRANGA PRODUTOS DE PETRÓLEO S.A;ALAMEDA SÃO BOA VENTURA,1030;;FONSECA;NITEROI;-22.88156385;-43.08432651;RJ;SUDESTE;Massa Específica a 20°C;830.5;kg/m³;Sim
2020-04-03;581086;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;MASTER DO FONSECA;07.531.770/0001-00;IPIRANGA PRODUTOS DE PETRÓLEO S.A;ALAMEDA SÃO BOA VENTURA,1030;;FONSECA;NITEROI;-22.88156385;-43.08432651;RJ;SUDESTE;Teor de Biodiesel;11.6;% volume;Sim
2020-04-22;581760;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;SUPER POSTO JEQUITIBA LTDA;97.538.270/0001-92;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 101, KM 134,S/N;;CANIVETE;LINHARES;-19.27941333;-40.08861333;ES;SUDESTE;Destilação - 50%;289.5;°C;Sim
2020-04-22;581760;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;SUPER POSTO JEQUITIBA LTDA;97.538.270/0001-92;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 101, KM 134,S/N;;CANIVETE;LINHARES;-19.27941333;-40.08861333;ES;SUDESTE;Teor de Enxofre;6.8;mg/kg;Sim
2020-04-02;581006;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;METANAUTO POSTO DE COMBUSTIVEIS LTDA.;03.954.425/0002-09;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA PRESIDENTE COSTA E SILVA,S/N;LOTES564/5/6E7QD28;EDSON PASSOS;MESQUITA;-22.79479667;-43.42387;RJ;SUDESTE;Destilação - 10%;217.0;°C;Sim
2020-04-02;581006;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;METANAUTO POSTO DE COMBUSTIVEIS LTDA.;03.954.425/0002-09;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA PRESIDENTE COSTA E SILVA,S/N;LOTES564/5/6E7QD28;EDSON PASSOS;MESQUITA;-22.79479667;-43.42387;RJ;SUDESTE;Destilação - 50%;284.0;°C;Sim
2020-04-02;581006;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;METANAUTO POSTO DE COMBUSTIVEIS LTDA.;03.954.425/0002-09;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA PRESIDENTE COSTA E SILVA,S/N;LOTES564/5/6E7QD28;EDSON PASSOS;MESQUITA;-22.79479667;-43.42387;RJ;SUDESTE;Massa Específica a 20°C;836.8;kg/m³;Sim
2020-04-03;581148;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO MATURANA;29.833.431/0001-10;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA AMARAL PEIXOTO,S/N;KM 28;ITAPEBA;MARICA;-22.90837868;-42.83167109;RJ;SUDESTE;Destilação - 50%;284.5;°C;Sim
2020-04-03;581115;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;YES;04.615.136/0001-67;IPIRANGA PRODUTOS DE PETRÓLEO S.A;ALAMEDA SAO BOAVENTURA,862;;FONSECA;NITEROI;-22.881545;-43.08864;RJ;SUDESTE;Teor de Biodiesel;11.7;% volume;Sim
2020-04-23;581623;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO OLIVEIRA LTDA;28.621.019/0001-74;RAIZEN COMBUSTÍVEIS S.A.;ESTRADA BR 101,49 50;KM;PRIMEIRO;RIO BONITO;-22.71268;-42.64427833;RJ;SUDESTE;Teor de Biodiesel;11.8;% volume;Sim
2020-04-01;580816;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO MAQUINE;42.357.715/0001-46;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA BEIRA MAR,S/N;PARQUE DO FLAMENGO;CASTELO;RIO DE JANEIRO;-22.91119335;-43.17105153;RJ;SUDESTE;Destilação - 95%;348.0;°C;Sim
2020-04-01;580775;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;POSTO DE GASOLINA GUADIANA LTDA;68.647.338/0001-73;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA MARACANA,779;;MARACANA;RIO DE JANEIRO;-22.92020333;-43.23492167;RJ;SUDESTE;Destilação - 95%;349.0;°C;Sim
2020-04-02;580840;Óleo Diesel;ÓLEO DIESEL B S10 ADITIVADO;AUTO POSTO DOS AFONSOS LTDA;33.218.314/0001-14;PETROBRAS DISTRIBUIDORA S.A.;ESTRADA INTENDENTE MAGALHAES,1290;;MARECHAL HERMES;RIO DE JANEIRO;-22.87653167;-43.37193667;RJ;SUDESTE;Destilação - 95%;352.0;°C;Sim
2020-04-27;581966;Gasolina;GASOLINA C ADITIVADA;POSTO ALPHAVILLE;01.984.610/0001-30;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ VIANA FILHO,S/N;KM 08;TROBOGY;SALVADOR;-12.93740384;-38.39783088;BA;NORDESTE;Destilação - Resíduo;0.9;% volume;Sim
2020-04-27;581966;Gasolina;GASOLINA C ADITIVADA;POSTO ALPHAVILLE;01.984.610/0001-30;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ VIANA FILHO,S/N;KM 08;TROBOGY;SALVADOR;-12.93740384;-38.39783088;BA;NORDESTE;Teor de Marcador;0;;Sim
2020-04-27;581965;Gasolina;GASOLINA C ADITIVADA;COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA;02.377.962/0001-90;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA JURACY MAGALHAES JUNIOR,2575;LOTEAMENTO                CIDADE JARDIM;HORTO FLORESTAL;SALVADOR;-12.99571481;-38.47768196;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581965;Gasolina;GASOLINA C ADITIVADA;COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA;02.377.962/0001-90;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA JURACY MAGALHAES JUNIOR,2575;LOTEAMENTO                CIDADE JARDIM;HORTO FLORESTAL;SALVADOR;-12.99571481;-38.47768196;BA;NORDESTE;Teor de Metanol;0.0;% volume;Sim
2020-04-29;582772;Gasolina;GASOLINA C ADITIVADA;POSTO CANUDOS;23.074.836/0001-36;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;AVENIDA ENOCK CANARIO,180;;CENTRO;CANUDOS;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-29;582769;Gasolina;GASOLINA C ADITIVADA;POSTO BRASIL 14;26.736.460/0001-76;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;AVENIDA APROMIANO CAMPOS,970;;CENTRO;EUCLIDES DA CUNHA;-10.51036333;-39.00813;BA;NORDESTE;Destilação - 10%;57.3;°C;Sim
2020-04-29;582768;Gasolina;GASOLINA C ADITIVADA;JUAZEIRO DERIVADOS DE PETROLEO;16.964.743/0001-11;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SAARA,S/N;;ALTO DA MARAVILHA;JUAZEIRO;-9.42401333;-40.50050833;BA;NORDESTE;Destilação - 90%;146.7;°C;Sim
2020-04-27;581899;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO TREVO;14.486.153/0003-67;PETROBRAS DISTRIBUIDORA S.A.;VIA PERIMETRAL,SN;;POLO PETROQUIMICO;CAMACARI;-12.67363397;-38.33626233;BA;NORDESTE;Massa Específica a 20°C;839.9;kg/m³;Sim
2020-04-27;581898;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Cor;Vermelho;;Sim
2020-04-27;581898;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Destilação - 85%;336.0;°C;Sim
2020-04-27;581898;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Destilação - 90%;345.5;°C;Sim
2020-04-27;581898;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Massa Específica a 20°C;839.1;kg/m³;Sim
2020-04-27;581939;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO INEMA;03.067.443/0001-98;BANDEIRA BRANCA;RODOVIA BA  528,S/N;LOTES DE 2 A 4;PARIPE;SALVADOR;-12.83376;-38.46071;BA;NORDESTE;Destilação - 10%;181.0;°C;Sim
2020-04-27;581938;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO PORTO SECO;02.558.546/0001-98;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 324,S/N;KM 09;PIRAJÁ;SALVADOR;-12.90547069;-38.45521981;BA;NORDESTE;Destilação - 50%;274.5;°C;Sim
2020-04-27;581938;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO PORTO SECO;02.558.546/0001-98;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 324,S/N;KM 09;PIRAJÁ;SALVADOR;-12.90547069;-38.45521981;BA;NORDESTE;Ponto de Fulgor;44.0;°C;Sim
2020-04-27;581938;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO PORTO SECO;02.558.546/0001-98;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 324,S/N;KM 09;PIRAJÁ;SALVADOR;-12.90547069;-38.45521981;BA;NORDESTE;Teor de Biodiesel;11.9;% volume;Sim
2020-04-27;581900;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;JOCKEY AUTO POSTO LTDA;11.128.772/0001-20;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ TARQUINIO PONTES,157;;CENTRO;LAURO DE FREITAS;-12.892615;-38.32064833;BA;NORDESTE;Destilação - 90%;342.9;°C;Sim
2020-04-28;582428;Gasolina;GASOLINA C COMUM;AUTO POSTO HORA;04.488.800/0001-54;HORA DISTRIBUIDORA DE PETRÓLEO LTDA.;AVENIDA JOSE BOTELHO,354;;CENTRO;SANTO ESTEVAO;-12.43800959;-39.25292991;BA;NORDESTE;Destilação - 50%;71.2;°C;Sim
2020-04-28;582426;Gasolina;GASOLINA C COMUM;POSTO EMBIRA;13.799.101/0009-73;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 101,S/N;KM    222;EMBIRA;CRUZ DAS ALMAS;-12.67918755;-39.13896296;BA;NORDESTE;Destilação - 50%;71.8;°C;Sim
2020-04-28;582424;Gasolina;GASOLINA C COMUM;POSTO GRAO DE OURO;13.569.064/0031-75;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116 - SUL,S/N;"KM: 485 E 800 METROS;";ZONA RURAL;ANTONIO CARDOSO;;;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-28;582424;Gasolina;GASOLINA C COMUM;POSTO GRAO DE OURO;13.569.064/0031-75;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116 - SUL,S/N;"KM: 485 E 800 METROS;";ZONA RURAL;ANTONIO CARDOSO;;;BA;NORDESTE;Destilação - 50%;70.4;°C;Sim
2020-04-28;582424;Gasolina;GASOLINA C COMUM;POSTO GRAO DE OURO;13.569.064/0031-75;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116 - SUL,S/N;"KM: 485 E 800 METROS;";ZONA RURAL;ANTONIO CARDOSO;;;BA;NORDESTE;Destilação - 90%;149.9;°C;Sim
2020-04-28;582424;Gasolina;GASOLINA C COMUM;POSTO GRAO DE OURO;13.569.064/0031-75;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116 - SUL,S/N;"KM: 485 E 800 METROS;";ZONA RURAL;ANTONIO CARDOSO;;;BA;NORDESTE;Teor de Etanol;27;% volume;Sim
2020-04-28;582422;Gasolina;GASOLINA C COMUM;REDE ATENDBEM;10.603.039/0002-38;BANDEIRA BRANCA;AVENIDA EDUARDO FROES DA MOTA,18658;P. DE COMBUSTIVEIS;JARDIM CRUZEIRO;FEIRA DE SANTANA;-12.23775208;-38.97973748;BA;NORDESTE;Destilação - PFE;190.0;°C;Sim
2020-04-28;582421;Gasolina;GASOLINA C COMUM;J. A. SOBRAL E CIA LTDA;13.799.101/0003-88;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA EDUARDO FROES DA MOTA,5700;;CIDADE NOVA;FEIRA DE SANTANA;-12.232865;-38.95561833;BA;NORDESTE;Destilação - Resíduo;0.6;% volume;Sim
2020-04-28;582420;Gasolina;GASOLINA C COMUM;POSTO SANTA LUZ;05.442.494/0001-88;PETROBAHIA S/A;AVENIDA RAFAEL JAMBEIRO,S/N;;CENTRO;CASTRO ALVES;;;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-28;582420;Gasolina;GASOLINA C COMUM;POSTO SANTA LUZ;05.442.494/0001-88;PETROBAHIA S/A;AVENIDA RAFAEL JAMBEIRO,S/N;;CENTRO;CASTRO ALVES;;;BA;NORDESTE;Destilação - 50%;70.4;°C;Sim
2020-04-28;582419;Gasolina;GASOLINA C COMUM;POSTO PORTO BRASIL - SANTO ESTEVAO;03.010.885/0002-89;BANDEIRA BRANCA;RODOVIA BR 116, KM 487,1,S/N;;ZONA URBANA;SANTO ESTEVAO;-12.47740443;-39.3058403;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582418;Gasolina;GASOLINA C COMUM;POSTO JOMAFA;22.210.990/0001-25;BANDEIRA BRANCA;RUA SENADOR QUINTINO,3090;;TOMBA;FEIRA DE SANTANA;;;BA;NORDESTE;Teor de Etanol;27;% volume;Sim
2020-04-28;582417;Gasolina;GASOLINA C COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Destilação - 50%;70.9;°C;Sim
2020-04-28;582417;Gasolina;GASOLINA C COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Destilação - Resíduo;1.0;% volume;Sim
2020-04-28;582416;Gasolina;GASOLINA C COMUM;POSTO BAHIA;18.341.159/0001-35;BANDEIRA BRANCA;AVENIDA TRANSNORDESTINA,2060;A;CAMPO LIMPO;FEIRA DE SANTANA;-12.220945;-38.96609;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582416;Gasolina;GASOLINA C COMUM;POSTO BAHIA;18.341.159/0001-35;BANDEIRA BRANCA;AVENIDA TRANSNORDESTINA,2060;A;CAMPO LIMPO;FEIRA DE SANTANA;-12.220945;-38.96609;BA;NORDESTE;Massa Específica a 20°C;746.5;kg/m³;Sim
2020-04-28;582415;Gasolina;GASOLINA C COMUM;POSTO TREVO;14.486.153/0007-90;BANDEIRA BRANCA;AVENIDA EDUARDO FROES DA MOTA,970;ANEL DO CONTORNO;TOMBA;FEIRA DE SANTANA;-12.2854185;-38.96386861;BA;NORDESTE;Destilação - 90%;148.7;°C;Sim
2020-04-27;581913;Gasolina;GASOLINA C COMUM;POSTO CAMAÇARI;13.015.680/0001-69;BANDEIRA BRANCA;AVENIDA RADIAL A,173/178;;CENTRO;CAMACARI;-12.69704667;-38.33308667;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581911;Gasolina;GASOLINA C COMUM;POSTO RIO CAMACARI;11.322.064/0009-82;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RIO CAMACARI,S/N;;CAMACARI DE DENTRO;CAMACARI;-12.70536599;-38.33102686;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581911;Gasolina;GASOLINA C COMUM;POSTO RIO CAMACARI;11.322.064/0009-82;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RIO CAMACARI,S/N;;CAMACARI DE DENTRO;CAMACARI;-12.70536599;-38.33102686;BA;NORDESTE;Destilação - 90%;151.6;°C;Sim
2020-04-27;581910;Gasolina;GASOLINA C COMUM;POSTO QUATRO RODAS;01.878.064/0001-52;BANDEIRA BRANCA;AVENIDA LUIZ TARQUINIO,S/N;LT. 09 E 10 - QD. 19;VILAS DO ATLÂNTICO;LAURO DE FREITAS;-12.882415;-38.30665667;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-27;581910;Gasolina;GASOLINA C COMUM;POSTO QUATRO RODAS;01.878.064/0001-52;BANDEIRA BRANCA;AVENIDA LUIZ TARQUINIO,S/N;LT. 09 E 10 - QD. 19;VILAS DO ATLÂNTICO;LAURO DE FREITAS;-12.882415;-38.30665667;BA;NORDESTE;Destilação - PFE;186.2;°C;Sim
2020-04-27;581910;Gasolina;GASOLINA C COMUM;POSTO QUATRO RODAS;01.878.064/0001-52;BANDEIRA BRANCA;AVENIDA LUIZ TARQUINIO,S/N;LT. 09 E 10 - QD. 19;VILAS DO ATLÂNTICO;LAURO DE FREITAS;-12.882415;-38.30665667;BA;NORDESTE;Massa Específica a 20°C;750.5;kg/m³;Sim
2020-04-27;581908;Gasolina;GASOLINA C COMUM;POSTO GUARANY;23.642.519/0001-79;BANDEIRA BRANCA;VIA PARAFUSO,1251;;AREIA BRANCA;LAURO DE FREITAS;-12.83267;-38.35707667;BA;NORDESTE;Massa Específica a 20°C;745.6;kg/m³;Sim
2020-04-27;581973;Gasolina;GASOLINA C COMUM;POSTO PORTAL DE ITAPUÃ;03.067.694/0001-72;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA DORIVAL CAYMI,1001;;ITAPOAN;SALVADOR;-12.92339;-38.35530667;BA;NORDESTE;Destilação - Resíduo;0.8;% volume;Sim
2020-04-27;581972;Gasolina;GASOLINA C COMUM;POSTO PORTO SECO;02.558.546/0001-98;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 324,S/N;KM 09;PIRAJÁ;SALVADOR;-12.90547069;-38.45521981;BA;NORDESTE;Destilação - 50%;70.6;°C;Sim
2020-04-27;581970;Gasolina;GASOLINA C COMUM;POSTO DE COMBUSTIVEIS JAGUARIBE LTDA;00.187.214/0001-19;BANDEIRA BRANCA;AVENIDA OTAVIO MANGABEIRA,8880;;JAGUARIBE;SALVADOR;-12.96664167;-38.40566167;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-27;581970;Gasolina;GASOLINA C COMUM;POSTO DE COMBUSTIVEIS JAGUARIBE LTDA;00.187.214/0001-19;BANDEIRA BRANCA;AVENIDA OTAVIO MANGABEIRA,8880;;JAGUARIBE;SALVADOR;-12.96664167;-38.40566167;BA;NORDESTE;Destilação - 50%;70.8;°C;Sim
2020-04-27;581970;Gasolina;GASOLINA C COMUM;POSTO DE COMBUSTIVEIS JAGUARIBE LTDA;00.187.214/0001-19;BANDEIRA BRANCA;AVENIDA OTAVIO MANGABEIRA,8880;;JAGUARIBE;SALVADOR;-12.96664167;-38.40566167;BA;NORDESTE;Teor de Etanol;27;% volume;Sim
2020-04-27;581969;Gasolina;GASOLINA C COMUM;POSTO ROMA;73.413.601/0005-23;BANDEIRA BRANCA;AVENIDA FERNANDES DA CUNHA,80;;ROMA;SALVADOR;-12.93951272;-38.50470048;BA;NORDESTE;Destilação - Resíduo;0.9;% volume;Sim
2020-04-27;581967;Gasolina;GASOLINA C COMUM;POSTO PONTO NOVO;12.091.011/0001-03;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ VIANA FILHO,385;PARALELA;PERNAMBUÉS;SALVADOR;-12.97489333;-38.453415;BA;NORDESTE;Destilação - PFE;189.7;°C;Sim
2020-04-28;582496;Gasolina;GASOLINA C COMUM;POSTO SANTA ROSA;26.190.716/0001-92;BANDEIRA BRANCA;RODOVIA BA 411,S/N;KM    02;SANTA ROSA;BARROCAS;;;BA;NORDESTE;Destilação - 90%;154.1;°C;Sim
