DataColeta;IdNumeric;GrupoProduto;Produto;RazaoSocialPosto;CnpjPosto;Distribuidora;Endereço;Complemento;Bairro;Município;Latitude;Longitude;Uf;RegiaoPolitica;Ensaio;Resultado;UnidadeEnsaio;Conforme
2020-04-27;581966;Gasolina;GASOLINA C ADITIVADA;POSTO ALPHAVILLE;01.984.610/0001-30;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ VIANA FILHO,S/N;KM 08;TROBOGY;SALVADOR;-12.93740384;-38.39783088;BA;NORDESTE;Teor de Etanol;27;% volume;Sim
2020-04-27;581964;Gasolina;GASOLINA C ADITIVADA;POSTO INEMA;03.067.443/0001-98;BANDEIRA BRANCA;RODOVIA BA  528,S/N;LOTES DE 2 A 4;PARIPE;SALVADOR;-12.83376;-38.46071;BA;NORDESTE;Cor;Verde;;Sim
2020-04-27;581964;Gasolina;GASOLINA C ADITIVADA;POSTO INEMA;03.067.443/0001-98;BANDEIRA BRANCA;RODOVIA BA  528,S/N;LOTES DE 2 A 4;PARIPE;SALVADOR;-12.83376;-38.46071;BA;NORDESTE;Destilação - 10%;54.7;°C;Sim
2020-04-27;581964;Gasolina;GASOLINA C ADITIVADA;POSTO INEMA;03.067.443/0001-98;BANDEIRA BRANCA;RODOVIA BA  528,S/N;LOTES DE 2 A 4;PARIPE;SALVADOR;-12.83376;-38.46071;BA;NORDESTE;Teor de Marcador;0;;Sim
2020-04-29;582772;Gasolina;GASOLINA C ADITIVADA;POSTO CANUDOS;23.074.836/0001-36;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;AVENIDA ENOCK CANARIO,180;;CENTRO;CANUDOS;;;BA;NORDESTE;Destilação - Resíduo;0.9;% volume;Sim
2020-04-29;582768;Gasolina;GASOLINA C ADITIVADA;JUAZEIRO DERIVADOS DE PETROLEO;16.964.743/0001-11;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SAARA,S/N;;ALTO DA MARAVILHA;JUAZEIRO;-9.42401333;-40.50050833;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-29;582768;Gasolina;GASOLINA C ADITIVADA;JUAZEIRO DERIVADOS DE PETROLEO;16.964.743/0001-11;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SAARA,S/N;;ALTO DA MARAVILHA;JUAZEIRO;-9.42401333;-40.50050833;BA;NORDESTE;Cor;Verde;;Sim
2020-04-29;582768;Gasolina;GASOLINA C ADITIVADA;JUAZEIRO DERIVADOS DE PETROLEO;16.964.743/0001-11;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SAARA,S/N;;ALTO DA MARAVILHA;JUAZEIRO;-9.42401333;-40.50050833;BA;NORDESTE;Destilação - 10%;53.8;°C;Sim
2020-04-29;582767;Gasolina;GASOLINA C ADITIVADA;POSTO CENTRAL 01;16.498.743/0001-73;ALESAT COMBUSTÍVEIS S. A.;AVENIDA RUY BARBOSA,177;SEDE;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Destilação - PFE;195.6;°C;Sim
2020-04-29;582767;Gasolina;GASOLINA C ADITIVADA;POSTO CENTRAL 01;16.498.743/0001-73;ALESAT COMBUSTÍVEIS S. A.;AVENIDA RUY BARBOSA,177;SEDE;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Destilação - 50%;70.6;°C;Sim
2020-04-29;582767;Gasolina;GASOLINA C ADITIVADA;POSTO CENTRAL 01;16.498.743/0001-73;ALESAT COMBUSTÍVEIS S. A.;AVENIDA RUY BARBOSA,177;SEDE;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Teor de Etanol;27;% volume;Sim
2020-04-27;581899;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO TREVO;14.486.153/0003-67;PETROBRAS DISTRIBUIDORA S.A.;VIA PERIMETRAL,SN;;POLO PETROQUIMICO;CAMACARI;-12.67363397;-38.33626233;BA;NORDESTE;Destilação - 10%;189.3;°C;Sim
2020-04-27;581898;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Teor de Enxofre;160.0;mg/kg;Sim
2020-04-27;581897;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO VIA ATLANTICA;11.322.064/0007-10;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BA 099, KM 29,S/N;ESTRADA DO COCO;BARRA DO JACUIPE - MONTE GORDO;CAMACARI;-12.71833667;-38.154615;BA;NORDESTE;Destilação - 10%;180.2;°C;Sim
2020-04-27;581939;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO INEMA;03.067.443/0001-98;BANDEIRA BRANCA;RODOVIA BA  528,S/N;LOTES DE 2 A 4;PARIPE;SALVADOR;-12.83376;-38.46071;BA;NORDESTE;Cor;Vermelho;;Sim
2020-04-27;581938;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO PORTO SECO;02.558.546/0001-98;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 324,S/N;KM 09;PIRAJÁ;SALVADOR;-12.90547069;-38.45521981;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581901;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO RIO CAMACARI;11.322.064/0009-82;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RIO CAMACARI,S/N;;CAMACARI DE DENTRO;CAMACARI;-12.70536599;-38.33102686;BA;NORDESTE;Destilação - 90%;348.0;°C;Sim
2020-04-27;581900;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;JOCKEY AUTO POSTO LTDA;11.128.772/0001-20;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ TARQUINIO PONTES,157;;CENTRO;LAURO DE FREITAS;-12.892615;-38.32064833;BA;NORDESTE;Destilação - 50%;268.2;°C;Sim
2020-04-28;582428;Gasolina;GASOLINA C COMUM;AUTO POSTO HORA;04.488.800/0001-54;HORA DISTRIBUIDORA DE PETRÓLEO LTDA.;AVENIDA JOSE BOTELHO,354;;CENTRO;SANTO ESTEVAO;-12.43800959;-39.25292991;BA;NORDESTE;Massa Específica a 20°C;740.5;kg/m³;Sim
2020-04-28;582428;Gasolina;GASOLINA C COMUM;AUTO POSTO HORA;04.488.800/0001-54;HORA DISTRIBUIDORA DE PETRÓLEO LTDA.;AVENIDA JOSE BOTELHO,354;;CENTRO;SANTO ESTEVAO;-12.43800959;-39.25292991;BA;NORDESTE;Teor de Etanol;27;% volume;Sim
2020-04-28;582426;Gasolina;GASOLINA C COMUM;POSTO EMBIRA;13.799.101/0009-73;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 101,S/N;KM    222;EMBIRA;CRUZ DAS ALMAS;-12.67918755;-39.13896296;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-28;582426;Gasolina;GASOLINA C COMUM;POSTO EMBIRA;13.799.101/0009-73;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 101,S/N;KM    222;EMBIRA;CRUZ DAS ALMAS;-12.67918755;-39.13896296;BA;NORDESTE;Destilação - PFE;197.0;°C;Sim
2020-04-28;582424;Gasolina;GASOLINA C COMUM;POSTO GRAO DE OURO;13.569.064/0031-75;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116 - SUL,S/N;"KM: 485 E 800 METROS;";ZONA RURAL;ANTONIO CARDOSO;;;BA;NORDESTE;Destilação - Resíduo;0.8;% volume;Sim
2020-04-28;582420;Gasolina;GASOLINA C COMUM;POSTO SANTA LUZ;05.442.494/0001-88;PETROBAHIA S/A;AVENIDA RAFAEL JAMBEIRO,S/N;;CENTRO;CASTRO ALVES;;;BA;NORDESTE;Destilação - 10%;53.7;°C;Sim
2020-04-28;582420;Gasolina;GASOLINA C COMUM;POSTO SANTA LUZ;05.442.494/0001-88;PETROBAHIA S/A;AVENIDA RAFAEL JAMBEIRO,S/N;;CENTRO;CASTRO ALVES;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582419;Gasolina;GASOLINA C COMUM;POSTO PORTO BRASIL - SANTO ESTEVAO;03.010.885/0002-89;BANDEIRA BRANCA;RODOVIA BR 116, KM 487,1,S/N;;ZONA URBANA;SANTO ESTEVAO;-12.47740443;-39.3058403;BA;NORDESTE;Destilação - 50%;71.1;°C;Sim
2020-04-28;582419;Gasolina;GASOLINA C COMUM;POSTO PORTO BRASIL - SANTO ESTEVAO;03.010.885/0002-89;BANDEIRA BRANCA;RODOVIA BR 116, KM 487,1,S/N;;ZONA URBANA;SANTO ESTEVAO;-12.47740443;-39.3058403;BA;NORDESTE;Destilação - 90%;150.8;°C;Sim
2020-04-28;582419;Gasolina;GASOLINA C COMUM;POSTO PORTO BRASIL - SANTO ESTEVAO;03.010.885/0002-89;BANDEIRA BRANCA;RODOVIA BR 116, KM 487,1,S/N;;ZONA URBANA;SANTO ESTEVAO;-12.47740443;-39.3058403;BA;NORDESTE;Destilação - PFE;190.0;°C;Sim
2020-04-28;582418;Gasolina;GASOLINA C COMUM;POSTO JOMAFA;22.210.990/0001-25;BANDEIRA BRANCA;RUA SENADOR QUINTINO,3090;;TOMBA;FEIRA DE SANTANA;;;BA;NORDESTE;Destilação - PFE;195.7;°C;Sim
2020-04-28;582418;Gasolina;GASOLINA C COMUM;POSTO JOMAFA;22.210.990/0001-25;BANDEIRA BRANCA;RUA SENADOR QUINTINO,3090;;TOMBA;FEIRA DE SANTANA;;;BA;NORDESTE;Destilação - Resíduo;0.9;% volume;Sim
2020-04-28;582417;Gasolina;GASOLINA C COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Destilação - 90%;157.2;°C;Sim
2020-04-28;582417;Gasolina;GASOLINA C COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Teor de Enxofre;12.0;mg/kg;Sim
2020-04-28;582415;Gasolina;GASOLINA C COMUM;POSTO TREVO;14.486.153/0007-90;BANDEIRA BRANCA;AVENIDA EDUARDO FROES DA MOTA,970;ANEL DO CONTORNO;TOMBA;FEIRA DE SANTANA;-12.2854185;-38.96386861;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-28;582415;Gasolina;GASOLINA C COMUM;POSTO TREVO;14.486.153/0007-90;BANDEIRA BRANCA;AVENIDA EDUARDO FROES DA MOTA,970;ANEL DO CONTORNO;TOMBA;FEIRA DE SANTANA;-12.2854185;-38.96386861;BA;NORDESTE;Teor de Enxofre;9.0;mg/kg;Sim
2020-04-27;581913;Gasolina;GASOLINA C COMUM;POSTO CAMAÇARI;13.015.680/0001-69;BANDEIRA BRANCA;AVENIDA RADIAL A,173/178;;CENTRO;CAMACARI;-12.69704667;-38.33308667;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-27;581913;Gasolina;GASOLINA C COMUM;POSTO CAMAÇARI;13.015.680/0001-69;BANDEIRA BRANCA;AVENIDA RADIAL A,173/178;;CENTRO;CAMACARI;-12.69704667;-38.33308667;BA;NORDESTE;Destilação - 90%;153.9;°C;Sim
2020-04-27;581911;Gasolina;GASOLINA C COMUM;POSTO RIO CAMACARI;11.322.064/0009-82;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RIO CAMACARI,S/N;;CAMACARI DE DENTRO;CAMACARI;-12.70536599;-38.33102686;BA;NORDESTE;Destilação - 10%;53.8;°C;Sim
2020-04-27;581911;Gasolina;GASOLINA C COMUM;POSTO RIO CAMACARI;11.322.064/0009-82;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RIO CAMACARI,S/N;;CAMACARI DE DENTRO;CAMACARI;-12.70536599;-38.33102686;BA;NORDESTE;Destilação - 50%;70.1;°C;Sim
2020-04-27;581911;Gasolina;GASOLINA C COMUM;POSTO RIO CAMACARI;11.322.064/0009-82;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RIO CAMACARI,S/N;;CAMACARI DE DENTRO;CAMACARI;-12.70536599;-38.33102686;BA;NORDESTE;Destilação - PFE;196.0;°C;Sim
2020-04-27;581910;Gasolina;GASOLINA C COMUM;POSTO QUATRO RODAS;01.878.064/0001-52;BANDEIRA BRANCA;AVENIDA LUIZ TARQUINIO,S/N;LT. 09 E 10 - QD. 19;VILAS DO ATLÂNTICO;LAURO DE FREITAS;-12.882415;-38.30665667;BA;NORDESTE;Destilação - 50%;70.1;°C;Sim
2020-04-27;581910;Gasolina;GASOLINA C COMUM;POSTO QUATRO RODAS;01.878.064/0001-52;BANDEIRA BRANCA;AVENIDA LUIZ TARQUINIO,S/N;LT. 09 E 10 - QD. 19;VILAS DO ATLÂNTICO;LAURO DE FREITAS;-12.882415;-38.30665667;BA;NORDESTE;Destilação - Resíduo;1.0;% volume;Sim
2020-04-27;581909;Gasolina;GASOLINA C COMUM;POSTO PONTO VERDE;02.818.012/0003-15;BANDEIRA BRANCA;AVENIDA SANTOS DUMONT,S/N;;ESTRADA DO COCO;LAURO DE FREITAS;-12.90361973;-38.3390206;BA;NORDESTE;Destilação - 50%;71.0;°C;Sim
2020-04-27;581908;Gasolina;GASOLINA C COMUM;POSTO GUARANY;23.642.519/0001-79;BANDEIRA BRANCA;VIA PARAFUSO,1251;;AREIA BRANCA;LAURO DE FREITAS;-12.83267;-38.35707667;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581907;Gasolina;GASOLINA C COMUM;JOCKEY AUTO POSTO LTDA;11.128.772/0001-20;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ TARQUINIO PONTES,157;;CENTRO;LAURO DE FREITAS;-12.892615;-38.32064833;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581907;Gasolina;GASOLINA C COMUM;JOCKEY AUTO POSTO LTDA;11.128.772/0001-20;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ TARQUINIO PONTES,157;;CENTRO;LAURO DE FREITAS;-12.892615;-38.32064833;BA;NORDESTE;Destilação - PFE;191.7;°C;Sim
2020-04-27;581973;Gasolina;GASOLINA C COMUM;POSTO PORTAL DE ITAPUÃ;03.067.694/0001-72;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA DORIVAL CAYMI,1001;;ITAPOAN;SALVADOR;-12.92339;-38.35530667;BA;NORDESTE;Destilação - 10%;54.4;°C;Sim
2020-04-27;581973;Gasolina;GASOLINA C COMUM;POSTO PORTAL DE ITAPUÃ;03.067.694/0001-72;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA DORIVAL CAYMI,1001;;ITAPOAN;SALVADOR;-12.92339;-38.35530667;BA;NORDESTE;Massa Específica a 20°C;743.7;kg/m³;Sim
2020-04-27;581971;Gasolina;GASOLINA C COMUM;POSTO MACRO;34.310.961/0001-14;BANDEIRA BRANCA;RODOVIA BR 324,S/N;KM 9 235;PIRAJÁ;SALVADOR;-12.89485333;-38.447365;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-27;581971;Gasolina;GASOLINA C COMUM;POSTO MACRO;34.310.961/0001-14;BANDEIRA BRANCA;RODOVIA BR 324,S/N;KM 9 235;PIRAJÁ;SALVADOR;-12.89485333;-38.447365;BA;NORDESTE;Destilação - 50%;70.8;°C;Sim
2020-04-27;581971;Gasolina;GASOLINA C COMUM;POSTO MACRO;34.310.961/0001-14;BANDEIRA BRANCA;RODOVIA BR 324,S/N;KM 9 235;PIRAJÁ;SALVADOR;-12.89485333;-38.447365;BA;NORDESTE;Massa Específica a 20°C;752.0;kg/m³;Sim
2020-04-27;581969;Gasolina;GASOLINA C COMUM;POSTO ROMA;73.413.601/0005-23;BANDEIRA BRANCA;AVENIDA FERNANDES DA CUNHA,80;;ROMA;SALVADOR;-12.93951272;-38.50470048;BA;NORDESTE;Destilação - 50%;70.5;°C;Sim
2020-04-27;581969;Gasolina;GASOLINA C COMUM;POSTO ROMA;73.413.601/0005-23;BANDEIRA BRANCA;AVENIDA FERNANDES DA CUNHA,80;;ROMA;SALVADOR;-12.93951272;-38.50470048;BA;NORDESTE;Destilação - PFE;187.9;°C;Sim
2020-04-27;581969;Gasolina;GASOLINA C COMUM;POSTO ROMA;73.413.601/0005-23;BANDEIRA BRANCA;AVENIDA FERNANDES DA CUNHA,80;;ROMA;SALVADOR;-12.93951272;-38.50470048;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581968;Gasolina;GASOLINA C COMUM;POSTO 4;00.062.382/0001-88;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA ALIOMAR BALEEIRO,963;;GRANJAS RURAIS PRESIDENTE VARGAS;SALVADOR;-12.91568822;-38.45550309;BA;NORDESTE;Massa Específica a 20°C;742.1;kg/m³;Sim
2020-04-28;582498;Gasolina;GASOLINA C COMUM;POSTO CARI;63.242.838/0001-01;BANDEIRA BRANCA;AVENIDA GETULIO VARGAS,345;;CENTRO;PE DE SERRA;;;BA;NORDESTE;Destilação - Resíduo;0.8;% volume;Sim
2020-04-28;582497;Gasolina;GASOLINA C COMUM;AUTO POSTO RITIRO LTDA - EPP;02.717.556/0001-29;BANDEIRA BRANCA;TRAVESSA BELO HORIZONTE,341;;CENTRO;RETIROLANDIA;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582497;Gasolina;GASOLINA C COMUM;AUTO POSTO RITIRO LTDA - EPP;02.717.556/0001-29;BANDEIRA BRANCA;TRAVESSA BELO HORIZONTE,341;;CENTRO;RETIROLANDIA;;;BA;NORDESTE;Destilação - 10%;53.9;°C;Sim
2020-04-28;582497;Gasolina;GASOLINA C COMUM;AUTO POSTO RITIRO LTDA - EPP;02.717.556/0001-29;BANDEIRA BRANCA;TRAVESSA BELO HORIZONTE,341;;CENTRO;RETIROLANDIA;;;BA;NORDESTE;Destilação - PFE;194.4;°C;Sim
2020-04-28;582497;Gasolina;GASOLINA C COMUM;AUTO POSTO RITIRO LTDA - EPP;02.717.556/0001-29;BANDEIRA BRANCA;TRAVESSA BELO HORIZONTE,341;;CENTRO;RETIROLANDIA;;;BA;NORDESTE;Destilação - Resíduo;0.9;% volume;Sim
2020-04-28;582494;Gasolina;GASOLINA C COMUM;POSTO CAPELA DO ALTO ALEGRE;26.206.041/0001-22;BANDEIRA BRANCA;RUA MANOEL GONCALVES,SN;;CENTRO;CAPELA DO ALTO ALEGRE;;;BA;NORDESTE;Destilação - 50%;70.5;°C;Sim
2020-04-28;582488;Gasolina;GASOLINA C COMUM;POSTO SISAL;23.295.864/0001-83;BANDEIRA BRANCA;RUA DA INDEPENDENCIA,30;;DIONISIO MOTA;VALENTE;;;BA;NORDESTE;Massa Específica a 20°C;751.0;kg/m³;Sim
2020-04-28;582488;Gasolina;GASOLINA C COMUM;POSTO SISAL;23.295.864/0001-83;BANDEIRA BRANCA;RUA DA INDEPENDENCIA,30;;DIONISIO MOTA;VALENTE;;;BA;NORDESTE;Teor de Etanol;28;% volume;Sim
2020-04-28;582488;Gasolina;GASOLINA C COMUM;POSTO SISAL;23.295.864/0001-83;BANDEIRA BRANCA;RUA DA INDEPENDENCIA,30;;DIONISIO MOTA;VALENTE;;;BA;NORDESTE;Teor de Enxofre;13.0;mg/kg;Sim
2020-04-28;582487;Gasolina;GASOLINA C COMUM;POSTO ALIANCA;14.731.805/0001-10;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;RUA JOSE ROQUE DE OLIVEIRA,405;CASA;MORUMBI;ARACI;;;BA;NORDESTE;Teor de Marcador;0;;Sim
2020-04-28;582487;Gasolina;GASOLINA C COMUM;POSTO ALIANCA;14.731.805/0001-10;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;RUA JOSE ROQUE DE OLIVEIRA,405;CASA;MORUMBI;ARACI;;;BA;NORDESTE;Teor de Metanol;0.0;% volume;Sim
2020-04-27;581906;Gasolina;GASOLINA C COMUM;POSTO VIA ATLANTICA;11.322.064/0007-10;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BA 099, KM 29,S/N;ESTRADA DO COCO;BARRA DO JACUIPE - MONTE GORDO;CAMACARI;-12.71833667;-38.154615;BA;NORDESTE;Destilação - 50%;70.2;°C;Sim
2020-04-27;581906;Gasolina;GASOLINA C COMUM;POSTO VIA ATLANTICA;11.322.064/0007-10;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BA 099, KM 29,S/N;ESTRADA DO COCO;BARRA DO JACUIPE - MONTE GORDO;CAMACARI;-12.71833667;-38.154615;BA;NORDESTE;Destilação - PFE;186.2;°C;Sim
2020-04-27;581904;Gasolina;GASOLINA C COMUM;POSTO INTERLAGOS;15.151.046/0024-75;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BA 99,S/N;KM 21;AREMBEPE;CAMACARI;-12.80011901;-38.2150379;BA;NORDESTE;Destilação - 10%;56.7;°C;Sim
2020-04-27;581904;Gasolina;GASOLINA C COMUM;POSTO INTERLAGOS;15.151.046/0024-75;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BA 99,S/N;KM 21;AREMBEPE;CAMACARI;-12.80011901;-38.2150379;BA;NORDESTE;Teor de Marcador;0;;Sim
2020-04-27;581904;Gasolina;GASOLINA C COMUM;POSTO INTERLAGOS;15.151.046/0024-75;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BA 99,S/N;KM 21;AREMBEPE;CAMACARI;-12.80011901;-38.2150379;BA;NORDESTE;Teor de Metanol;0.0;% volume;Sim
2020-04-27;581904;Gasolina;GASOLINA C COMUM;POSTO INTERLAGOS;15.151.046/0024-75;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BA 99,S/N;KM 21;AREMBEPE;CAMACARI;-12.80011901;-38.2150379;BA;NORDESTE;Teor de Enxofre;22.0;mg/kg;Sim
2020-04-27;581903;Gasolina;GASOLINA C COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Teor de Etanol;28;% volume;Sim
2020-04-27;581903;Gasolina;GASOLINA C COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Teor de Metanol;0.0;% volume;Sim
2020-04-27;581902;Gasolina;GASOLINA C COMUM;POSTO IDEAL;24.332.242/0001-40;BANDEIRA BRANCA;AVENIDA CONCENTRICA,689;SENDO PISTA               E SALAS 1 E 3             SEDE;CAMACARI DE DENTRO;CAMACARI;-12.703085;-38.33146;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-27;581902;Gasolina;GASOLINA C COMUM;POSTO IDEAL;24.332.242/0001-40;BANDEIRA BRANCA;AVENIDA CONCENTRICA,689;SENDO PISTA               E SALAS 1 E 3             SEDE;CAMACARI DE DENTRO;CAMACARI;-12.703085;-38.33146;BA;NORDESTE;Teor de Enxofre;8.0;mg/kg;Sim
2020-04-29;582773;Gasolina;GASOLINA C COMUM;M. G. DERIVADOS DE PETRÓLEO LTDA.;00.096.068/0002-05;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RENATO CAMPOS,S/N;BR 116  KM 02 - CASA;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-29;582773;Gasolina;GASOLINA C COMUM;M. G. DERIVADOS DE PETRÓLEO LTDA.;00.096.068/0002-05;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RENATO CAMPOS,S/N;BR 116  KM 02 - CASA;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Destilação - 50%;70.4;°C;Sim
2020-04-29;582773;Gasolina;GASOLINA C COMUM;M. G. DERIVADOS DE PETRÓLEO LTDA.;00.096.068/0002-05;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RENATO CAMPOS,S/N;BR 116  KM 02 - CASA;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Massa Específica a 20°C;741.1;kg/m³;Sim
2020-04-29;582771;Gasolina;GASOLINA C COMUM;FUTURO DERIVADOS DE PETROLEO LTDA;18.711.930/0001-19;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA JOAO DURVAL CARNEIRO,01;;JOAO XXIII;JUAZEIRO;-9.43642833;-40.49637;BA;NORDESTE;Destilação - 90%;148.4;°C;Sim
2020-04-29;582770;Gasolina;GASOLINA C COMUM;POSTO CUMBIENSE;20.646.075/0001-51;IPIRANGA PRODUTOS DE PETRÓLEO S.A;FAZENDA MATA,S/N;RODOVIA BR 116 NORTEKM    214;ZONA RURAL;EUCLIDES DA CUNHA;;;BA;NORDESTE;Destilação - 90%;142.1;°C;Sim
2020-04-29;582766;Gasolina;GASOLINA C COMUM;POSTO VIA SHOPPING;13.631.828/0002-70;RAIZEN COMBUSTÍVEIS S.A.;RUA MARANHAO,469;;ITABERABA;JUAZEIRO;-9.45141667;-40.48409167;BA;NORDESTE;Destilação - 50%;71.4;°C;Sim
2020-04-29;582766;Gasolina;GASOLINA C COMUM;POSTO VIA SHOPPING;13.631.828/0002-70;RAIZEN COMBUSTÍVEIS S.A.;RUA MARANHAO,469;;ITABERABA;JUAZEIRO;-9.45141667;-40.48409167;BA;NORDESTE;Destilação - 90%;155.1;°C;Sim
2020-04-29;582775;Gasolina;GASOLINA C COMUM;POSTO PETRO PEÇAS;09.093.911/0001-85;BANDEIRA BRANCA;AVENIDA JOAO BORGES DE SA,54;SEDE;CENTRO;UAUA;;;BA;NORDESTE;Destilação - Resíduo;0.9;% volume;Sim
2020-04-29;582763;Gasolina;GASOLINA C COMUM;POSTO SENHOR DO BONFIM;04.425.092/0001-02;BANDEIRA BRANCA;AVENIDA PREFEITO PEDRO RIBEIRO,,753;BR 235;CENTRO;UAUA;;;BA;NORDESTE;Destilação - 90%;148.3;°C;Sim
2020-04-27;582033;Etanol;ETANOL HIDRATADO COMUM;POSTO ROMA;73.413.601/0005-23;BANDEIRA BRANCA;AVENIDA FERNANDES DA CUNHA,80;;ROMA;SALVADOR;-12.93951272;-38.50470048;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.6;;Sim
2020-04-28;582466;Etanol;ETANOL HIDRATADO COMUM;POSTO POPULAR;22.797.697/0001-06;BANDEIRA BRANCA;AVENIDA DOM JOSE BOTELHO,609;;CENTRO;SANTO ESTEVAO;-12.43994;-39.25143833;BA;NORDESTE;Condutividade Elétrica;136;µS/m;Sim
2020-04-28;582466;Etanol;ETANOL HIDRATADO COMUM;POSTO POPULAR;22.797.697/0001-06;BANDEIRA BRANCA;AVENIDA DOM JOSE BOTELHO,609;;CENTRO;SANTO ESTEVAO;-12.43994;-39.25143833;BA;NORDESTE;Teor de Hidrocarbonetos;Não detectado;;Sim
2020-04-27;582030;Etanol;ETANOL HIDRATADO COMUM;POSTO PORTAL DE ITAPUÃ;03.067.694/0001-72;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA DORIVAL CAYMI,1001;;ITAPOAN;SALVADOR;-12.92339;-38.35530667;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.7;;Sim
